Volatility 3 Framework 2.26.0

Offset	Name
0x9c0c57641ca0	\Dev\Query
0x9c0c57641e30	\Windows\System32\atlthunk.dll
0x9c0c577aa4d0	\$PrepareToShrinkFileSize
0x9c0c57b921e0	\Windows\System32\winmmbase.dll
0x9c0c57b92370	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x9c0c57b92500	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0x9c0c57b92690	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.10.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0x9c0c57b92820	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.dll
0x9c0c57b929b0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Search.Core.dll
0x9c0c57b92b40	\Windows\System32\UIAutomationCore.dll
0x9c0c57b92cd0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat
0x9c0c57b92e60	\CMApi
0x9c0c57b93180	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG2
0x9c0c57b93310	\Windows\System32\Speech_OneCore\common\sapi_onecore.dll
0x9c0c57b934a0	\Windows\System32\ConstraintIndex.Search.dll
0x9c0c57b93630	\$Directory
0x9c0c57b937c0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\BingConfigurationClient.dll
0x9c0c57b93950	\Endpoint
0x9c0c57b93ae0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\resources.pri
0x9c0c57b93c70	\Windows\rescache\_merged\4225414570\2601266601.pri
0x9c0c57b94120	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Header.bin
0x9c0c57b942b0	\Windows\Branding\Basebrd\basebrd.dll
0x9c0c57b94440	\Windows\System32\Windows.Web.Http.dll
0x9c0c57b94760	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Data.bin
0x9c0c57b94c10	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG1
0x9c0c57b94da0	\Endpoint
0x9c0c57b950c0	\Windows\System32\en-US\Windows.Globalization.dll.mui
0x9c0c57b95250	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy
0x9c0c57b95570	\Windows\System32
0x9c0c57b95890	\$Directory
0x9c0c57b95a20	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\HxTsr.exe
0x9c0c57b95bb0	\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1906.55.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c57b95d40	\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1906.55.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\CalculatorMedTile.contrast-black_scale-100.png
0x9c0c57b95ed0	\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1906.55.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c57b961f0	\$Directory
0x9c0c57b96380	\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c57b96510	\Windows\Prefetch\RUNTIMEBROKER.EXE-929314A6.pf
0x9c0c57b966a0	\Windows\System32\RTMediaFrame.dll
0x9c0c57b96830	\$Directory
0x9c0c57b96b50	\$Directory
0x9c0c57b96ce0	\Windows\System32\tzres.dll
0x9c0c57b96e70	\$Directory
0x9c0c57b97190	\Windows\System32\security.dll
0x9c0c57b97320	\Windows\Fonts\segoeui.ttf
0x9c0c57b974b0	\Users\client 1\AppData\Local\Microsoft\OneDrive\Resources.pri
0x9c0c57b97640	\$Directory
0x9c0c57b97af0	\$Directory
0x9c0c57b97c80	\Windows\System32\schedcli.dll
0x9c0c57b98130	\Windows\System32\RuntimeBroker.exe
0x9c0c57b982c0	\Windows\Registration\R000000000006.clb
0x9c0c57b985e0	\CMApi
0x9c0c57b98770	\$Directory
0x9c0c57b98900	\Windows\System32\en-US\KernelBase.dll.mui
0x9c0c57b98c20	\Windows\System32\Windows.UI.Input.Inking.dll
0x9c0c57b98db0	\Windows\System32\Windows.Cortana.ProxyStub.dll
0x9c0c57b990d0	\Windows\System32\Windows.Services.TargetedContent.dll
0x9c0c57b99260	\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\contrast-black\Logo.scale-100_contrast-black.png
0x9c0c57b993f0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\pris\resources.en-US.pri
0x9c0c57b99710	\$Directory
0x9c0c57b998a0	\$Directory
0x9c0c57b99a30	\Windows\System32\en-US\propsys.dll.mui
0x9c0c57b99d50	\Windows\System32\wbem\wmipcima.dll
0x9c0c57b9a200	\$Directory
0x9c0c57b9a390	\Windows\System32\en-US\windows.storage.dll.mui
0x9c0c57b9a520	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows Defender Firewall with Advanced Security.lnk
0x9c0c57b9a840	\$Directory
0x9c0c57b9a9d0	\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c57b9acf0	\Windows\System32\msftedit.dll
0x9c0c57b9ae80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Edge.lnk
0x9c0c57b9b1a0	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0x9c0c57b9b4c0	\Windows\System32\Windows.Cortana.OneCore.dll
0x9c0c57b9b650	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\FB0D848F74F70BB2EAA93746D24D9749
0x9c0c57b9b7e0	\Windows\System32\wuuhext.dll
0x9c0c57b9b970	\Windows\System32\edgehtml.dll
0x9c0c57b9bb00	\Windows\System32\srpapi.dll
0x9c0c57b9bc90	\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll
0x9c0c57b9be20	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx
0x9c0c57b9c140	\$Directory
0x9c0c57b9c2d0	\Users\client 1\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\000007.log
0x9c0c57b9c5f0	\Windows\System32\wuauclt.exe
0x9c0c57b9c780	\Windows\SoftwareDistribution\ReportingEvents.log
0x9c0c57b9c910	\Windows\System32\msidle.dll
0x9c0c57b9caa0	\Windows\System32\wuaueng.dll
0x9c0c57b9cc30	\Windows\System32\wmi.dll
0x9c0c57b9cdc0	\Windows\System32\Chakra.dll
0x9c0c57b9d0e0	\$Directory
0x9c0c57b9d270	\$Directory
0x9c0c57b9d400	\Windows\System32\wuuhosdeployment.dll
0x9c0c57b9d8b0	\Windows\System32\rometadata.dll
0x9c0c57b9da40	\Windows\System32\EdgeManager.dll
0x9c0c57b9dbd0	\Windows\System32\icuin.dll
0x9c0c57b9def0	\Windows\System32\icu.dll
0x9c0c57b9e080	\$Directory
0x9c0c57b9e210	\Windows\System32\edgeIso.dll
0x9c0c57b9e3a0	\Windows\System32\msimtf.dll
0x9c0c57b9e6c0	\Windows\System32\en-US\edgehtml.dll.mui
0x9c0c57b9e850	\Windows\System32\icuuc.dll
0x9c0c57b9e9e0	\Users\client 1\Saved Games\desktop.ini
0x9c0c57b9f340	\Users\client 1\Searches\desktop.ini
0x9c0c57b9f4d0	\Users\client 1\Links\desktop.ini
0x9c0c57b9f980	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5
0x9c0c57b9fca0	\$Directory
0x9c0c57b9fe30	\$Directory
0x9c0c57ba02e0	\Users\client 1\Contacts\desktop.ini
0x9c0c57ba0600	\$Directory
0x9c0c57ba0920	\Users\client 1\AppData\Local\Microsoft\OneDrive\OneDrive.exe
0x9c0c57ba1410	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\OneDrive.lnk
0x9c0c57ba1730	\$Directory
0x9c0c57ba18c0	\Users\client 1\Favorites\desktop.ini
0x9c0c57ba2ea0	\Windows\System32\msconfig.exe
0x9c0c57ba3670	\Windows\System32\WinMetadata\Windows.Security.winmd
0x9c0c57ba3e40	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Cortana.Search.winmd
0x9c0c57ba4160	\$Directory
0x9c0c57ba4480	\Windows\System32\WinMetadata\Windows.Foundation.winmd
0x9c0c57ba4930	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\Cortana.Internal.Search.winmd
0x9c0c57ba5100	\Windows\System32\WinMetadata\Windows.ApplicationModel.winmd
0x9c0c57ba5290	\$Directory
0x9c0c57ba5420	\lsass
0x9c0c57ba55b0	\Windows\System32\WinMetadata\Windows.Storage.winmd
0x9c0c57ba5bf0	\Windows\System32\svchost.exe
0x9c0c57ba60a0	\$Directory
0x9c0c57ba6550	\Windows\System32\en-US\dnsapi.dll.mui
0x9c0c57ba66e0	\Windows\System32\en-US\crypt32.dll.mui
0x9c0c57ba6eb0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\1WSMMX63
0x9c0c57ba71d0	\Windows\System32\WinMetadata\Windows.System.winmd
0x9c0c57ba79a0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\26C212D9399727259664BDFCA073966E_F9F7D6A7ECE73106D2A8C63168CDA10D
0x9c0c57ba8170	\Windows\Prefetch\SVCHOST.EXE-38C6A0A6.pf
0x9c0c57ba8300	\Windows\SystemResources\Chakra.dll.mun
0x9c0c57ba8490	\Windows\System32
0x9c0c57ba87b0	\Windows\System32\WinMetadata\Windows.Web.winmd
0x9c0c57ba8940	\Windows\System32\networkhelper.dll
0x9c0c57ba8ad0	\Endpoint
0x9c0c57ba8c60	\Endpoint
0x9c0c57ba92a0	\Windows\System32\en-US\dosvc.dll.mui
0x9c0c57ba9750	\$Directory
0x9c0c57ba9a70	\Windows\System32\WinMetadata\Windows.UI.winmd
0x9c0c57ba9d90	\$Directory
0x9c0c57baa0b0	\Program Files (x86)\Microsoft\Edge\Application\140.0.3485.94\VisualElements\Logo.png
0x9c0c57baa240	\Windows\Registration\R000000000006.clb
0x9c0c57baa3d0	\Windows\System32\en-US\svchost.exe.mui
0x9c0c57baa560	\Windows\System32\BitsProxy.dll
0x9c0c57baa6f0	\$Directory
0x9c0c57baa880	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20250928_143650_678.etl
0x9c0c57baaa10	\Windows\System32\StorSvc.dll
0x9c0c57baaba0	\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx
0x9c0c57bab1e0	\Windows\System32\domgmt.dll
0x9c0c57bab370	\Windows\Microsoft.NET\Framework64\v4.0.30319\mscoreei.dll
0x9c0c57bab500	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat
0x9c0c57bab690	\Windows\Microsoft.NET\Framework64\v4.0.30319\PerfCounter.dll
0x9c0c57bab820	\Windows\System32\InprocLogger.dll
0x9c0c57bab9b0	\Windows\System32\en-US\windows.storage.dll.mui
0x9c0c57babb40	\$Directory
0x9c0c57babcd0	\Windows\System32\en-US\winnlsres.dll.mui
0x9c0c57bac180	\$Directory
0x9c0c57bac310	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ContentDeliveryManager_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0x9c0c57bac4a0	\Windows\System32\ClipSVC.dll
0x9c0c57bac950	\Windows\servicing\InboxFodMetadataCache\metadata\Rsat.GroupPolicy.Management.Tools~~1.0.mum
0x9c0c57bacae0	\Windows\System32\en-US\mswsock.dll.mui
0x9c0c57bacc70	\$Directory
0x9c0c57bace00	\Windows\System32\wbem\WmiPerfClass.dll
0x9c0c57bad2b0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1
0x9c0c57bad440	\$Directory
0x9c0c57bad8f0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\TokenBroker\Cache\95d9a2a97a42f02325559b453ba7f8fe839baa18.tbres
0x9c0c57bada80	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG2
0x9c0c57badc10	\Windows\System32\Windows.ApplicationModel.Background.SystemEventsBroker.dll
0x9c0c57badda0	\Windows\System32\netfxperf.dll
0x9c0c57bae250	\Windows\System32\mscoree.dll
0x9c0c57bae280	垺鰌￿垺鰌￿
0x9c0c57bae570	\CMApi
0x9c0c57bae890	\CMNotify
0x9c0c57baebb0	\$Directory
0x9c0c57baed40	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ConstraintIndex\Input_{618b5b75-18b5-4c04-8d54-59cbda06f514}\apps.csg
0x9c0c57baeed0	\Dev\Query
0x9c0c57baf1f0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\TokenBroker\Cache\fbaf94e759052658216786bfbabcdced1b67a5c2.tbres
0x9c0c57baf510	\$Directory
0x9c0c57baf6a0	\$Directory
0x9c0c57baf9c0	\CMNotify
0x9c0c57bafb50	\MsFteWds
0x9c0c57bafce0	\$Directory
0x9c0c57bb0190	\$Directory
0x9c0c57bb0320	\CMNotify
0x9c0c57bb0af0	\Windows\System32\feclient.dll
0x9c0c57bb0e10	\Windows\System32\efswrt.dll
0x9c0c57bb12c0	\Windows\System32\SettingsEnvironment.Desktop.dll
0x9c0c57bb1450	\Windows\System32\regapi.dll
0x9c0c57bb2710	\$Directory
0x9c0c57bb3520	\Windows\System32\en-US\shell32.dll.mui
0x9c0c57bb3b60	\Windows\System32\ProductEnumerator.dll
0x9c0c57bb47e0	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\DesktopDeployment.cab
0x9c0c57bb5140	\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x9c0c57bb52d0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\keyValueLKG.dat
0x9c0c57bb5460	\$Directory
0x9c0c57bb55f0	\Windows\Logs\MoSetup\UpdateAgent.log
0x9c0c57bb5780	\CMNotify
0x9c0c57bb5910	\Program Files (x86)\Microsoft\Edge\Application\140.0.3485.94
0x9c0c57bb5aa0	\$Directory
0x9c0c57bb5c30	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\Metadata\Mitigation.dll
0x9c0c57bb6270	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\Metadata\UAOneSettings.dll
0x9c0c57bb6720	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\Metadata\TurboStack.dll
0x9c0c57bb68b0	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\Metadata\ReserveManager.dll
0x9c0c57bb6a40	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx
0x9c0c57bb6bd0	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\Metadata\WinREAgent.dll
0x9c0c57bb7210	\Windows\System32\LicenseManagerSvc.dll
0x9c0c57bb7530	\Windows\System32\en-US\crypt32.dll.mui
0x9c0c57bb76c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Storsvc%4Diagnostic.evtx
0x9c0c57bb7850	\Windows\System32\ContentDeliveryManager.Utilities.dll
0x9c0c57bb7b70	\$Directory
0x9c0c57bb7d00	\Windows\System32\msauserext.dll
0x9c0c57bb81b0	\Windows\System32\en-US\crypt32.dll.mui
0x9c0c57bb84d0	\Windows\System32\AuthBroker.dll
0x9c0c57bb8660	\Windows\System32\en-US\kernel32.dll.mui
0x9c0c57bb87f0	\Windows\System32\OneSettingsClient.dll
0x9c0c57bb8980	\Windows\System32\en-US\winnlsres.dll.mui
0x9c0c57bb8b10	\Windows\SysWOW64\userenv.dll
0x9c0c57bb8ca0	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Mitigation.dll
0x9c0c57bb8e30	\Windows\servicing\Packages\Microsoft-Windows-AppManagement-Common-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.1.mum
0x9c0c57bb9150	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\windlp.state.xml
0x9c0c57bb9600	\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll
0x9c0c57bb9ab0	\CMApi
0x9c0c57bb9c40	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\ExeUpdateAgent.dll
0x9c0c57bb9dd0	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\ExeUpdateAgentDeployment.cab
0x9c0c57bba0f0	\Windows\SoftwareDistribution\Download\fd29fb1092a8bbeb831dfbb5784174b9\windlp.state-old.xml
0x9c0c57bba280	\$ConvertToNonresident
0x9c0c57bba410	\Windows\System32\wcmapi.dll
0x9c0c57bba8c0	\Windows\System32\en-US\netmsg.dll.mui
0x9c0c57bbaa50	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\Dpx.dll
0x9c0c57bbabe0	\$Directory
0x9c0c57bbad70	\Windows\System32\winevt\Logs\Microsoft-Windows-WinRM%4Operational.evtx
0x9c0c57bbb090	\ProgramData\Microsoft\Network\Downloader\qmgr.jfm
0x9c0c57bbb3b0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Performance Monitor.lnk
0x9c0c57bbb540	\Windows\System32\dsclient.dll
0x9c0c57bbb6d0	\Windows\System32\SSShim.dll
0x9c0c57bbb9f0	\Users\client 1\AppData\Local\Microsoft\OneDrive\25.164.0824.0003\FileSyncHost.dll
0x9c0c57bbbb80	\Windows\System32\dmcsps.dll
0x9c0c57bbbd10	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\windlp.state-old.xml
0x9c0c57bbbea0	\Windows\servicing\Packages\Microsoft-Windows-Embedded-EmbeddedLogon-Package~31bf3856ad364e35~amd64~~10.0.19041.1.mum
0x9c0c57bbc1c0	\Windows\System32\en-US\propsys.dll.mui
0x9c0c57bbc350	\Windows\Microsoft.NET\Framework64\v4.0.30319\clr.dll
0x9c0c57bbc4e0	\ProgramData\Microsoft\Network\Downloader\edb.log
0x9c0c57bbc670	\Windows\Microsoft.NET\Framework64\v4.0.30319\CORPerfMonExt.dll
0x9c0c57bbc800	\ProgramData\Microsoft\Network\Downloader\qmgr.db
0x9c0c57bbc990	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\windlp.state.xml
0x9c0c57bbcb20	\Windows\System32\WsmSvc.dll
0x9c0c57bbce40	\Windows\System32\pcwum.dll
0x9c0c57bbd160	\Windows\SoftwareDistribution\Download\574ea5e93a93625d3c1b7092246bf566\Metadata\UAOneSettings.dll
0x9c0c57bbd610	\Windows\System32\WsmAuto.dll
0x9c0c57bbd930	\$Directory
0x9c0c57bbdac0	\ProgramData\Microsoft\Network\Downloader\edb.chk
0x9c0c57bbdc50	\Windows\servicing\Packages\Package_10_for_KB5011048~31bf3856ad364e35~amd64~~10.0.9195.7.cat
0x9c0c57bbe5b0	\Windows\System32\en-US\ShutdownUX.dll.mui
0x9c0c57bbea60	\Windows\System32\shutdownux.dll
0x9c0c57bc4b40	\Windows\System32\WaaSMedicSvc.dll
0x9c0c57bc4cd0	\Users\client 1\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat
0x9c0c57bc4e60	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\698460A0B6E60F2F602361424D832905_8BB23D43DE574E82F2BEE0DF0EC47EEB
0x9c0c57bc5950	\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\Schedule Wake To Work
0x9c0c57bc70c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx
0x9c0c57bc7570	\Windows\SysWOW64\edgehtml.dll
0x9c0c57bc7700	\Windows\SysWOW64\actxprxy.dll
0x9c0c57bc7a20	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\desktop.ini
0x9c0c57bc7bb0	\$Directory
0x9c0c57bc7d40	\Windows\SysWOW64\msftedit.dll
0x9c0c57bc7ed0	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19053.1000.0_x64__cw5n1h2txyewy\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c57bc81f0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\UserSetup.Eligibility.dll
0x9c0c57bc8380	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\desktop.ini
0x9c0c57bc8510	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Desktop.ini
0x9c0c57bc86a0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x9c0c57bc8830	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.3636_none_91a19322cc8a92a3
0x9c0c57bc89c0	\Windows\System32\Tasks\Microsoft\Windows\UpdateOrchestrator\Schedule Maintenance Work
0x9c0c57bc8b50	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessibility\desktop.ini
0x9c0c57bc8ce0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\desktop.ini
0x9c0c57bc8e70	\Windows\System32\wiatrace.dll
0x9c0c57bc9190	\$Directory
0x9c0c57bc9320	\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\desktop.ini
0x9c0c57bc94b0	\$Directory
0x9c0c57bc9640	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\C8E534EE129F27D55460CE17FD628216_1130D9B25898B0DB0D4F04DC5B93F141
0x9c0c57bc97d0	\Windows\System32\SpeechPal.dll
0x9c0c57bc9960	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x9c0c57bc9af0	\$Directory
0x9c0c57bc9c80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x9c0c57bc9e10	\ProgramData\Microsoft\Windows\Start Menu\Programs\System Tools\desktop.ini
0x9c0c57bca130	\Windows\SysWOW64\schannel.dll
0x9c0c57bca2c0	\$Directory
0x9c0c57bca450	\Windows\SysWOW64\FWPUCLNT.DLL
0x9c0c57bca5e0	\$Directory
0x9c0c57bca900	\$Directory
0x9c0c57bcaa90	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19053.1000.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG1
0x9c0c57bcadb0	\Windows\System32\RTWorkQ.dll
0x9c0c57bcb0d0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\desktop.ini
0x9c0c57bcb260	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19053.1000.0_x64__cw5n1h2txyewy\ActivationStore.dat
0x9c0c57bcb3f0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c57bcb580	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe
0x9c0c57bcba30	\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19053.1000.0_x64__cw5n1h2txyewy\ActivationStore.dat.LOG2
0x9c0c57bcbbc0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5
0x9c0c57bcbee0	\Windows\System32\batmeter.dll
0x9c0c57bcc200	\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows PowerShell\desktop.ini
0x9c0c57bcc390	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe
0x9c0c57bcc520	\CMNotify
0x9c0c57bcc6b0	\Windows\System32\rundll32.exe
0x9c0c57bcc840	\CMNotify
0x9c0c57bcc9d0	\Dev\Query
0x9c0c57bccb60	\$Directory
0x9c0c57bcccf0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\ActivationStore.dat
0x9c0c57bcce80	\Windows\System32\stobject.dll
0x9c0c57bcd1a0	\CMNotify
0x9c0c57bcd330	\Windows\System32\mfplat.dll
0x9c0c57bcd4c0	\Windows\System32\Windows.Management.InprocObjects.dll
0x9c0c57bcd650	\Users\client 1\AppData\Local\Microsoft\GameDVR\KnownGameList.bin
0x9c0c57bcd7e0	\$Directory
0x9c0c57bcdb00	\Windows\bcastdvr
0x9c0c57bcdc90	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\File Explorer.lnk
0x9c0c57bcde20	\Users\client 1\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\LocalCache
0x9c0c57bce140	\Windows\bcastdvr\KnownGameList.bin
0x9c0c57bce2d0	\Windows\System32\prnfldr.dll
0x9c0c57bce460	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\resources.pri
0x9c0c57bce5f0	\$Directory
0x9c0c57bce910	\$Directory
0x9c0c57bceaa0	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe
0x9c0c57bcec30	\Windows\System32\Windows.Networking.HostName.dll
0x9c0c57bcf0e0	\Windows\servicing\InboxFodMetadataCache\metadata\Rsat.IPAM.Client.Tools~~1.0.mum
0x9c0c57bcf270	\$Directory
0x9c0c57bcf400	\Program Files\desktop.ini
0x9c0c57bcf590	\Windows\servicing\Packages\Package_3_for_KB5064399~31bf3856ad364e35~amd64~~10.0.4796.1.cat
0x9c0c57bcf8b0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-2246530975-808720366-1776470054-230329187-4153223113-3550430174-4193313734
0x9c0c57bcfa40	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe
0x9c0c57bcfbd0	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe
