Volatility 3 Framework 2.26.0

Offset	Name
0x9c0c5857f7c0	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm
0x9c0c5857f950	\Users\client 1\AppData\Local\Microsoft\Windows\Burn\Burn
0x9c0c5857fae0	\Windows
0x9c0c5857fc70	\Windows\System32\en-US\nslookup.exe.mui
0x9c0c5857fe00	\Windows\System32\en-US\msxml6r.dll.mui
0x9c0c58580120	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll
0x9c0c585802b0	\Windows\System32\PING.EXE
0x9c0c58580440	\Users\client 1\AppData\Local\Microsoft\Windows\Burn\Burn
0x9c0c585805d0	\Windows\ShellComponents\WindowsInternal.ComposableShell.Experiences.Switcher.dll
0x9c0c58580760	\CMNotify
0x9c0c585808f0	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\77EC63BDA74BD0D0E0426DC8F8008506
0x9c0c58580a80	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\FB0D848F74F70BB2EAA93746D24D9749
0x9c0c58580c10	\Windows\System32\wsecedit.dll
0x9c0c58580da0	\$Directory
0x9c0c58581250	\Program Files (x86)\Microsoft\Edge\Application\140.0.3485.94
0x9c0c585813e0	\Windows\System32
0x9c0c58581700	\ProgramData\Microsoft\Windows Defender\Quarantine\Entries\{80008A1B-0000-0000-F722-13CCA01ABFC0}
0x9c0c58581890	\ProgramData\Microsoft\Windows Defender\Quarantine\ResourceData\E4\E4242C4121828
0x9c0c58581a20	\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58581bb0	\Users\client 1\3D Objects
0x9c0c58581d40	\
0x9c0c585821f0	\CMNotify
0x9c0c58582380	\Windows\System32\en-US\crypt32.dll.mui
0x9c0c585826a0	\$Directory
0x9c0c58582830	\
0x9c0c585829c0	\$Directory
0x9c0c58582b50	\$Directory
0x9c0c58582ce0	\CMNotify
0x9c0c58583320	\Program Files (x86)\Microsoft\Edge\Application\140.0.3485.94
0x9c0c585834b0	\Windows\System32\Windows.Energy.dll
0x9c0c58583640	\Users\client 1\3D Objects
0x9c0c585837d0	\Windows\System32\en-US\ping.exe.mui
0x9c0c58583960	\Windows\System32\Windows.UI.AppDefaults.dll
0x9c0c58583e10	\$Directory
0x9c0c58584130	\
0x9c0c585842c0	\$Directory
0x9c0c58584450	\
0x9c0c585845e0	\Windows\Prefetch\NOTEPAD.EXE-C5670914.pf
0x9c0c58584770	\$Directory
0x9c0c58584900	\Windows\System32\WindowsCodecsRaw.dll
0x9c0c58584a90	\Users\client 1\Documents
0x9c0c58584c20	\Windows\SysWOW64\drivers\DumpIt.sys
0x9c0c58584db0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Recent\forensic_test.lnk
0x9c0c585850d0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\F5A17C00E427F919C4A49EEF5AD0EE53
0x9c0c585853f0	\$Directory
0x9c0c58585580	\ProgramData\Microsoft\Windows Defender\Scans\History\Service\History.Log
0x9c0c58585a30	\Users\client 1\OneDrive
0x9c0c58585bc0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{0A82F1E6-51B5-4E76-89B6-F8595BFFFDB1}
0x9c0c58585ee0	\Users\client 1\Videos
0x9c0c58586200	\$Directory
0x9c0c58586390	\Users\client 1\Videos
0x9c0c58586520	\$Directory
0x9c0c585866b0	\$Directory
0x9c0c585869d0	\$Directory
0x9c0c58586b60	\Users\client 1\OneDrive
0x9c0c58586cf0	\Users\client 1\Music
0x9c0c58586e80	\Windows\servicing\Packages\Microsoft-Windows-MSMQ-Client-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636.mum
0x9c0c585871a0	\Users\client 1\Music
0x9c0c58587330	\Users\client 1\Pictures
0x9c0c585874c0	\Users\client 1\Pictures
0x9c0c58587650	\Users\client 1\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x9c0c585877e0	\Users\client 1\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x9c0c58587970	\Users\client 1\Downloads
0x9c0c58587b00	\Windows\System32\en-US\mswsock.dll.mui
0x9c0c58587c90	\CMNotify
0x9c0c58587e20	\Users\client 1\AppData\Local\Microsoft\Windows\Explorer\iconcache_256.db
0x9c0c58588140	\
0x9c0c585882d0	\CMNotify
0x9c0c58588460	\forensic_before
0x9c0c585885f0	\Users\client 1\Documents
0x9c0c58588780	\Windows\WinSxS\Manifests\x86_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.19041.3636_none_59ef8694b4bd9e03.manifest
0x9c0c58588910	\$Directory
0x9c0c58588aa0	\$Directory
0x9c0c58588c30	\$Directory
0x9c0c58588dc0	\Windows\WinSxS\Manifests\x86_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.19041.1_none_049f5dd81797f4f9.manifest
0x9c0c585890e0	\Users\client 1\Downloads
0x9c0c58589400	\$Directory
0x9c0c58589590	\Windows\WinSxS\Manifests\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.3636_none_d94ec9f9e106bba9.manifest
0x9c0c585898b0	\
0x9c0c58589d60	\$Directory
0x9c0c58589ef0	\Windows\WinSxS\Manifests\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.3636_none_c0df324c38bbc0ce.manifest
0x9c0c5858a080	\$Directory
0x9c0c5858a210	\Windows\WinSxS\Manifests\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.19041.3636_none_0366d7c813c7b817.manifest
0x9c0c5858a530	\Windows\WinSxS\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.19041.1_en-us_a8f1da377db0be9e.manifest
0x9c0c5858a850	\Windows\Prefetch\DUMPIT.EXE-EE8BB1F0.pf
0x9c0c5858a9e0	\$Directory
0x9c0c5858ab70	\$Directory
0x9c0c5858ad00	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameCallableUI_1000.19041.3636.0_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858ae90	\$Directory
0x9c0c5858b1b0	\$Directory
0x9c0c5858b340	\Program Files\WindowsApps\Microsoft.Windows.Photos_2019.19071.12548.0_x64__8wekyb3d8bbwe\Assets\PhotosLogoExtensions.targetsize-256.png
0x9c0c5858b4d0	\forensic_before
0x9c0c5858b660	\Users\client 1\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_363582827213C09529A76F35FB615187
0x9c0c5858b7f0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Libraries
0x9c0c5858b980	\$Directory
0x9c0c5858bb10	\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858bca0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858be30	\Users\client 1\AppData\Local\Microsoft\Windows\Burn
0x9c0c5858c150	\Users\client 1\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x9c0c5858c2e0	\$Directory
0x9c0c5858c470	\$Directory
0x9c0c5858c600	\CMNotify
0x9c0c5858c790	\Users\client 1\AppData\Local\Microsoft\Windows\Burn
0x9c0c5858cab0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCamera_2018.826.98.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858cdd0	\$Directory
0x9c0c5858d0f0	\$Directory
0x9c0c5858d280	\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.826.98.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858d410	\$Directory
0x9c0c5858d5a0	\$Directory
0x9c0c5858d730	\Program Files\WindowsApps\Microsoft.XboxApp_48.49.31001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858d8c0	\CMNotify
0x9c0c5858da50	\Users\client 1\AppData\Roaming\Microsoft\Windows\Libraries
0x9c0c5858dbe0	\Program Files\WindowsApps\Microsoft.YourPhone_0.19051.7.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858dd70	\$Directory
0x9c0c5858e090	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858e220	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_10.19071.19011.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858e3b0	\$Directory
0x9c0c5858e540	\Program Files\WindowsApps\Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858e6d0	\$Directory
0x9c0c5858e860	\$Directory
0x9c0c5858e9f0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneVideo_10.19071.19011.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858eb80	\$Directory
0x9c0c5858ed10	\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858eea0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_2.34.28001.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858f1c0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c5858f350	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppxManifest.xml
0x9c0c5858f4e0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\resources.pri
0x9c0c5858f670	\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AppxManifest.xml
0x9c0c5858f800	\Windows\PrintDialog\appxmanifest.xml
0x9c0c5858f990	\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.34.28001.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c5858fb20	\$Directory
0x9c0c5858fcb0	\$Directory
0x9c0c5858fe40	\$Directory
0x9c0c58590160	\Program Files\WindowsApps\Microsoft.ZuneMusic_10.19071.19011.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0x9c0c585902f0	\$Directory
0x9c0c58590480	\$Directory
0x9c0c58590610	\$Directory
0x9c0c585907a0	\$Directory
0x9c0c58590930	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c58590ac0	\$Directory
0x9c0c58590c50	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_0.19051.7.0_x64__8wekyb3d8bbwe\S-1-5-21-2437830779-3302432962-562250718-1001.pckgdep
0x9c0c58590de0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x9c0c58591290	\Users\client 1\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x9c0c58591420	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu
0x9c0c585915b0	\Windows\System32\WinMetadata\Windows.Foundation.winmd
0x9c0c58591740	\$Directory
0x9c0c585918d0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu
0x9c0c58591a60	\Windows\servicing\Packages\Microsoft-Windows-Embedded-ShellLauncher-Package~31bf3856ad364e35~amd64~~10.0.19041.3636.mum
0x9c0c58591d80	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x9c0c585920a0	\$Directory
0x9c0c58592230	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x9c0c585923c0	\Windows\ImmersiveControlPanel\appxmanifest.xml
0x9c0c58592550	\ProgramData\Microsoft\Windows\Start Menu\Programs
0x9c0c585926e0	\Program Files\WindowsApps\Microsoft.MixedReality.Portal_2000.19081.1301.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58592870	\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1906.1972.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58592b90	\Users\client 1\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x9c0c58592d20	\Users\client 1\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x9c0c58592eb0	\ProgramData\Microsoft\Windows\Start Menu
0x9c0c585931d0	\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1906.1972.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c58593360	\$Directory
0x9c0c585934f0	\$Directory
0x9c0c58593680	\ProgramData\Microsoft\Windows\Start Menu
0x9c0c58593810	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x9c0c585939a0	\$Directory
0x9c0c58593b30	\Users\client 1\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x9c0c58593cc0	\ProgramData\Microsoft\Windows\Start Menu\Programs
0x9c0c58593e50	\Windows\System32\en-US\shell32.dll.mui
0x9c0c58594490	\Windows\Registration\R000000000006.clb
0x9c0c58594620	\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1906.1972.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\contrast-black\MapsMedTile.scale-100.png
0x9c0c585947b0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x9c0c58594940	\Users\client 1\Desktop
0x9c0c58594ad0	\Server
0x9c0c58594df0	\Users\Public\Desktop
0x9c0c58595110	\$Directory
0x9c0c585952a0	\Program Files\WindowsApps\Microsoft.ZuneMusic_10.19071.19011.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58595430	\Users\Public\Desktop
0x9c0c585955c0	\Program Files\WindowsApps\Microsoft.People_10.1902.633.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58595750	\$Directory
0x9c0c585958e0	\Users\client 1\Downloads
0x9c0c58595a70	\Reference
0x9c0c58595c00	\Program Files\WindowsApps\Microsoft.ScreenSketch_10.1907.2471.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c58595d90	\Windows\System32\conhost.exe
0x9c0c585960b0	\Program Files\WindowsApps\Microsoft.WindowsMaps_5.1906.1972.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\contrast-black\MapsAppList.scale-100.png
0x9c0c58596240	\Users\client 1\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x9c0c58596560	\Connect
0x9c0c585966f0	\Windows\System32\en-US\user32.dll.mui
0x9c0c58596a10	\Users\client 1\Desktop
0x9c0c58596ba0	\Program Files\WindowsApps\Microsoft.ZuneMusic_10.19071.19011.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c585971e0	\$Directory
0x9c0c58597b40	\CurrentIn
0x9c0c58597cd0	\$Directory
0x9c0c58597e60	\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1906.1972.0_x64__8wekyb3d8bbwe\resources.pri
0x9c0c58598180	\Windows\Fonts\StaticCache.dat
0x9c0c58598630	\Windows\rescache\_merged\2716907977\3245838983.pri
0x9c0c58598ae0	\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1906.1972.0_x64__8wekyb3d8bbwe\Assets\VoiceRecorderAppList.targetsize-32.png
0x9c0c585992b0	\Input
0x9c0c58599440	\$Directory
0x9c0c585995d0	\Program Files\WindowsApps\Microsoft.WindowsSoundRecorder_10.1906.1972.0_x64__8wekyb3d8bbwe\Assets\VoiceRecorderAppList.targetsize-256.png
0x9c0c58599760	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\resources.pri
0x9c0c585998f0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.3636_none_60b6a03d71f818d5
0x9c0c58599a80	\Output
0x9c0c58599c10	\Program Files\WindowsApps\Microsoft.WindowsAlarms_10.1906.2182.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c5859a250	\Program Files\WindowsApps\Microsoft.ZuneMusic_10.19071.19011.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\contrast-black\AppList.scale-100_contrast-black.png
0x9c0c5859a3e0	\$Directory
0x9c0c5859a890	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx
0x9c0c5859aa20	\CMApi
0x9c0c5859abb0	\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.826.98.0_x64__8wekyb3d8bbwe\Assets\WindowsIcons\WindowsCameraAppList.targetsize-32.png
0x9c0c5859ad40	\$Directory
0x9c0c5859aed0	\$Directory
0x9c0c5859b1f0	\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1906.55.0_x64__8wekyb3d8bbwe\Assets\CalculatorAppList.targetsize-256.png
0x9c0c5859b510	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\StoreMedTile.scale-100.png
0x9c0c5859b6a0	\Windows\servicing\Packages\Microsoft-Windows-Client-EmbeddedExp-Package~31bf3856ad364e35~amd64~en-US~10.0.19041.3636.mum
0x9c0c5859b830	\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.826.98.0_x64__8wekyb3d8bbwe\Assets\WindowsIcons\WindowsCameraMedTile.scale-100.png
0x9c0c5859b9c0	\$Directory
0x9c0c5859bce0	\$Directory
0x9c0c5859be70	\Users\client 1\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\55394E1DF0CFF728D7528528FC16654A
0x9c0c5859c190	\$Directory
0x9c0c5859c320	\Windows\System32\sysmain.dll
0x9c0c5859c4b0	\Windows\Prefetch\RUNTIMEBROKER.EXE-D8B344F8.pf
0x9c0c5859c640	\CMNotify
0x9c0c5859c7d0	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\StoreAppList.scale-100.png
0x9c0c5859c960	\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx
0x9c0c5859caf0	\Program Files\WindowsApps\Microsoft.WindowsCamera_2018.826.98.0_x64__8wekyb3d8bbwe\Assets\WindowsIcons\WindowsCameraAppList.scale-100.png
0x9c0c5859ce10	\$Directory
0x9c0c5859d450	\Program Files\WindowsApps\Microsoft.ZuneVideo_10.19071.19011.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\contrast-black\AppList.scale-100_contrast-black.png
0x9c0c5859d5e0	\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1907.3152.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c5859d770	\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1907.3152.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\InsiderHubMedTile.scale-100.png
0x9c0c5859d900	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Assets\SquareLogo44x44.scale-100.png
0x9c0c5859da90	\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.23.28002.0_x64__8wekyb3d8bbwe\Assets\MediumTile.png
0x9c0c5859dc20	\$Directory
0x9c0c5859ddb0	\Windows\System32\UserDataTypeHelperUtil.dll
0x9c0c5859e0d0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Assets\Square44x44Logo.scale-200.png
0x9c0c5859e260	\$Directory
0x9c0c5859e3f0	\Program Files\WindowsApps\Microsoft.XboxApp_48.49.31001.0_x64__8wekyb3d8bbwe\resources.pri
0x9c0c5859e580	\Users\client 1\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\MANIFEST-000001
0x9c0c5859e710	\Windows\System32\WDI\{86432a0b-3c7d-4ddf-a89c-172faa90485d}\{fbcdc4b6-34cf-40c9-99a8-6acafe230813}\snapshot.etl
0x9c0c5859e8a0	\Program Files\WindowsApps\Microsoft.XboxApp_48.49.31001.0_x64__8wekyb3d8bbwe\Assets\GamesXboxHubMedTile.scale-100.png
0x9c0c5859ea30	\$Directory
0x9c0c5859ebc0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxCalendarAppList.targetsize-32.png
0x9c0c5859eee0	\$Directory
0x9c0c5859f200	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxMailAppList.scale-100.png
0x9c0c5859f390	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxAccountsSmallTile.scale-100.png
0x9c0c5859f520	\Windows\System32\ploptin.dll
0x9c0c5859f6b0	\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1907.3152.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\InsiderHubAppList.scale-100.png
0x9c0c5859f840	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxCalendarMediumTile.scale-100.png
0x9c0c5859f9d0	\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.23.28002.0_x64__8wekyb3d8bbwe\resources.pri
0x9c0c5859fb60	\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.23.28002.0_x64__8wekyb3d8bbwe\Assets\AppIcon.png
0x9c0c5859fcf0	\Users\client 1\AppData\Local\Packages\cr.sb.odmf5200eafd3ad904629cbb0f87a78a3c7211081fe\AC\F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.val
0x9c0c5859fe80	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxCalendarAppList.scale-100.png
0x9c0c585a01a0	\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20316.0_x64__8wekyb3d8bbwe\images\HxMailAppList.targetsize-32.png
0x9c0c585a0330	\Windows\System32\PhoneutilRes.dll
0x9c0c585a04c0	\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.1907.3152.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c585a0650	\$Directory
0x9c0c585a07e0	\$Directory
0x9c0c585a0970	\$Directory
0x9c0c585a0b00	\$Directory
0x9c0c585a0c90	\Program Files\WindowsApps\Microsoft.YourPhone_0.19051.7.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c585a0e20	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c585a12d0	\$Directory
0x9c0c585a1460	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\GamesXboxHubAppList.scale-100.png
0x9c0c585a15f0	\$Directory
0x9c0c585a1780	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\WindowsBackup\Assets\AppList.scale-100.png
0x9c0c585a1910	\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.34.28001.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\GameBar_AppList.scale-100.png
0x9c0c585a1c30	\Program Files\WindowsApps\Microsoft.YourPhone_0.19051.7.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\MediumTile.scale-100.png
0x9c0c585a20e0	\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Assets\Logo.scale-100.png
0x9c0c585a2270	\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\resources.pri
0x9c0c585a2400	\$Directory
0x9c0c585a2590	\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.34.28001.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\GameBar_MedTile.scale-100.png
0x9c0c585a28b0	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c585a2a40	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.46.11001.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\GamesXboxHubMedTile.scale-100.png
0x9c0c585a2bd0	\Windows\SystemApps\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Assets\SmallLogo.scale-100.png
0x9c0c585a2d60	\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.34.28001.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c585a3080	\$Directory
0x9c0c585a33a0	\Windows\servicing\InboxFodMetadataCache\metadata\Language.TextToSpeech~fi-fi~1.0.mum
0x9c0c585a3530	\Program Files\WindowsApps\Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_neutral_split.scale-100_8wekyb3d8bbwe\resources.pri
0x9c0c585a36c0	\Program Files\WindowsApps\Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-2437830779-3302432962-562250718-1001-MergedResources-0.pri
0x9c0c585a39e0	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\On-Screen Keyboard.lnk
0x9c0c585a3b70	\Users\client 1\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\Narrator.lnk
0x9c0c585a3d00	\Program Files\WindowsApps\Microsoft.YourPhone_0.19051.7.0_neutral_split.scale-100_8wekyb3d8bbwe\Assets\AppTiles\AppIcon.scale-100.png
0x9c0c585a3e90	\Users\client 1\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\77EC63BDA74BD0D0E0426DC8F8008506
0x9c0c585a41b0	\$Directory
0x9c0c585a4340	\Windows\System32\Magnify.exe
0x9c0c585a44d0	\Windows\System32\Speech\SpeechUX\sapi.cpl
0x9c0c585a4660	\Windows\System32\Speech\SpeechUX\en-US\sapi.cpl.mui
